                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1679,                 1.2664,                0.82156,                0.33491,                0.43572,                0.32871,                0.18489,                 1.2075,                 3.1728,                0.81929,             0.00040598,             0.00040598,             0.00040598
